navn,type,adresse,ip,data
HI3G-CUSTOMER-NET,,,94.191.184.159,65055
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.242.139,65043
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,80.164.82.47,65029
KABELTV,,,80.167.70.116,65026
KABELTV,,,83.93.0.221,65026
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.22.131.134,65025
CUST009716,,,213.150.47.146,65012
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.165.21.26,64974
TDC-BREDBAANDSADSL-PROF-NET,,,87.59.63.238,64938
ComX Networks A/S,OTHER,Denmark,87.73.73.222,64910
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.99.192,64906
DK-TELENOR-MBB,,,213.83.134.188,64905
Telia Company AB,LIR,SWEDEN,62.199.183.33,64877
Altibox Danmark AS,LIR,DENMARK,37.97.20.190,64854
Fullrate A/S,OTHER,DENMARK,90.185.109.77,64848
DK-TELENOR-MBB,,,213.83.135.187,64822
Fullrate A/S,OTHER,DENMARK,90.184.122.219,64802
KABELTV,,,80.163.37.133,64784
Syd Energi Bredbaand A/S,Other,DENMARK,95.154.54.93,64763
TDCMOBILE-NAT,,,80.62.116.39,64753
KABELTV,,,80.167.148.241,64705
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.181.176.172,64656
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.154.242,64655
KABELTV,,,80.167.211.53,64645
STOFANET-11,,,212.10.113.102,64607
Danmarks Tekniske Universitet,LIR,DENMARK,130.225.245.22,64596
HI3G-CUSTOMER-NET,,,94.191.187.17,64575
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.149.174,64532
HI3G-CUSTOMER-NET,,,94.191.186.229,64515
TDC-BREDBAANDSADSL-PROF-NET,,,131.164.152.18,64502
TDCMOBILE-NAT,,,80.62.117.220,64494
Rema1000 Danmark A/S,OTHER,8700 Horsens,194.255.15.196,64487
FIBIA P/S,LIR,DENMARK,5.186.72.202,64485
JAYNET-DK-GLOSTRUP-WEDE,,,81.7.132.242,64468
DK-SONOFON-NET,,,213.83.153.100,64459
CUST126594,,,89.233.5.226,64451
TDC-BREDBAANDSADSL-STATIC-NET,,,188.177.83.134,64435
Fullrate A/S,OTHER,DENMARK,2.110.46.101,64411
BREDBAANDNORD-NET,,,77.68.246.15,64409
KABELTV,,,80.162.197.33,64391
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.84.30,64325
DK-TELENOR-MBB,,,2.128.127.199,64315
DK-TELENOR-MBB,,,213.83.134.168,64300
KABELTV,,,83.89.127.27,64291
DK-ARROWHEAD-P-BP,,,62.61.139.218,64282
Fullrate A/S,OTHER,DENMARK,90.184.177.17,64270
FIBIA P/S,LIR,DENMARK,89.239.228.67,64186
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,195.215.25.222,64173
STOFANET-9,,,212.10.90.72,64168
HIGHLANDNET,,,88.206.136.189,64165
DK-PARKNET-NAT,,,80.71.135.1,64159
BornholmsRegionskommune,,,193.163.100.228,64136
SCANIA-DANMARK-A-S-NET,,,80.63.106.50,64125
DANSKNET-DATA2-STATIC-PUB,,,92.243.249.150,64109
DK-REGIONH,,,128.0.73.54,64108
TDC-CUSTOMER-NET,,,85.129.90.178,64087
HI3G-CUSTOMER-NET,,,94.191.186.213,64084
BOLIGNET-Cirque,,,80.72.149.14,64070
STOFANET-14,,,212.10.185.195,64028
TDCMOBILE-NAT,,,80.62.117.147,63982
DK-ARROWHEAD-S-AC,,,62.61.130.226,63975
BREDBAANDNORD-NET,,,77.68.251.40,63948
TDC A/S,LIR,DENMARK,2.107.218.128,63941
TDC-BREDBAANDSADSL-STATIC-NET,,,80.196.148.38,63905
Com Hem AB,LIR,SWEDEN,151.177.114.139,63875
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.22.109.53,63790
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,40.77.167.26,63774
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.248.92,63751
Telia Company AB,LIR,SWEDEN,62.44.135.175,63691
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.67.250,63674
Telia Company AB,LIR,SWEDEN,62.199.70.169,63652
Telia Company AB,LIR,SWEDEN,62.44.135.232,63612
DK-TELENOR-MBB,,,213.83.134.142,63606
TDC A/S,LIR,DENMARK,212.130.161.34,63605
TDC-CUSTOMER-NET,,,176.23.68.170,63593
KABELTV,,,80.162.39.4,63589
KABELTV,,,80.161.10.71,63564
Bredbaandsforeningen Primanet,OTHER,DK-8961 Allingåbro,89.186.176.66,63564
MGH-KultuNautaps-NET-1,,,62.116.195.102,63561
BREDBAANDNORD-NET,,,77.68.246.115,63549
HI3G-CUSTOMER-NET,,,94.191.189.23,63520
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.177.254.179,63496
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.97.181,63485
STOFANET-AALB-NET-1,,,62.107.77.98,63449
Telia Company AB,LIR,SWEDEN,62.44.134.172,63445
KABELTV,,,83.90.158.188,63419
KABELTV,,,80.163.33.81,63388
DK-SONOFON-NET,,,213.83.153.124,63379
HI3G-CUSTOMER-NET,,,94.191.186.255,63376
TDC-BREDBAANDSADSL-STATIC-NET,,,2.105.233.106,63349
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.240.244,63320
KABELTV,,,80.197.139.43,63314
FRONT-DATA-DANMARK-A-S-NET,,,188.180.107.96,63284
FIBIA P/S,LIR,DENMARK,5.186.122.224,63258
KABELTV,,,188.183.148.166,63254
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.154.171,63242
TDC-BREDBAANDSADSL-STATIC-NET,,,93.164.63.178,63216
TDC A/S,LIR,DENMARK,2.107.248.203,63210
Boligselskabet AKB Copenhagen V,OTHER,DK-1552 Copenhagen,91.240.185.174,63169
FIBIA P/S,LIR,DENMARK,89.239.230.188,63092
KABELTV,,,80.161.89.5,63046
Telia Company AB,LIR,SWEDEN,62.44.135.171,63008
STOFANET-11,,,212.10.117.119,62994
Telia Company AB,LIR,SWEDEN,62.44.135.51,62967
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.61.152.91,62905
HI3G-CUSTOMER-NET,,,94.191.189.210,62879
BREDBAANDNORD-NET,,,77.68.152.192,62870
Telia Company AB,LIR,SWEDEN,62.44.135.198,62842
KABELTV,,,2.108.240.217,62818
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.179.77.175,62779
Telia Company AB,LIR,SWEDEN,62.44.135.135,62737
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.56.121.174,62721
Syd Energi Bredbaand A/S,Other,DENMARK,37.128.221.99,62712
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.61.175.100,62704
TDCMOBILE-NAT,,,80.62.116.187,62681
DK-TUNEKABELNET-20110614,,,176.67.188.212,62667
KABELTV,,,83.95.190.171,62664
Bredbaandsforeningen Primanet,OTHER,DK-8961 Allingåbro,89.186.184.40,62631
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.67.177,62628
ZENSYSTEMS-DK,,,94.18.220.198,62578
CYBERCITY-DSL-USERS,,,94.145.139.130,62511
KABELTV,,,2.108.179.38,62462
Telia Company AB,LIR,SWEDEN,62.44.134.230,62461
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.181.225.70,62456
TDC-HOSTING-NET,,,62.65.4.200,62419
Cirque Bredband A/S,LIR,DENMARK,77.234.187.70,62412
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.39.17,62379
STOFANET-INET-CIDR-5,,,86.52.105.226,62335
KABELTV,,,87.48.10.86,62317
STOFANET-AARH-NET-1,,,62.107.42.142,62313
Telenor A/S,LIR,DENMARK,130.228.127.120,62252
DK-PARKNET-NAT,,,80.71.135.110,62242
BESTSELLER-WHOLESALE-DK,,,83.151.148.1,62224
GIGABIT-169,,,185.24.169.195,62181
HI3G-CUSTOMER-NET,,,94.191.189.198,62171
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,66.249.64.213,62155
BREDBAANDNORD-NET,,,77.68.202.209,62130
Telia Company AB,LIR,SWEDEN,62.44.135.89,62099
FT-BREIDBAND,,,88.85.51.179,62081
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,52.18.214.237,62057
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.2.121,62027
TDC-CUSTOMER-NET,,,176.23.49.205,62009
Fullrate A/S,OTHER,DENMARK,90.184.192.66,61951
KABELTV,,,80.198.79.123,61936
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.54.182.169,61921
CYBERCITY-DSL-USERS,,,94.146.67.125,61921
DK-TELENOR-MBB,,,213.83.134.173,61911
TDC-BREDBAANDSADSL-PROF-NET,,,80.199.242.190,61905
Fullrate A/S,OTHER,DENMARK,2.110.64.151,61902
BLUEWINNET,,,92.106.220.218,61896
KABELTV,,,83.95.189.108,61868
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.55.75.6,61868
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.140.198,61844
Bluegarden-NET-1,,,87.116.35.168,61790
TDC-BREDBAANDSADSL-PROF-NET,,,87.63.17.162,61732
DK-SONOFON-NET,,,213.83.153.119,61707
DK-DKTV-CUST-FARUM-00,,,91.101.96.63,61674
KABELTV,,,80.161.89.114,61666
Telia Company AB,LIR,SWEDEN,62.44.135.224,61646
Telia Company AB,LIR,SWEDEN,62.44.134.54,61600
KABELTV,,,188.183.151.75,61595
Telia Company AB,LIR,SWEDEN,62.44.134.170,61580
DK-TELENOR-MBB,,,2.128.170.76,61575
INFRASTRUCTURE,,,5.179.91.211,61520
TDCMOBILE-NAT,,,80.62.117.1,61511
SEAS-NVE-INFRASTRUCTURE,,,5.103.111.37,61491
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.148.212,61464
KABELTV,,,83.93.45.44,61384
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.55.91.170,61375
BREDBAANDNORD-NET,,,77.68.246.85,61364
STOFANET-14,,,212.10.182.63,61335
STOFANET-4,,,212.10.35.51,61312
TDC A/S,LIR,DENMARK,2.106.238.115,61292
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.57.192.230,61278
FIBIA P/S,LIR,DENMARK,5.186.247.174,61216
HI3G-CUSTOMER-NET,,,94.191.185.32,61212
STOFANET-INET-CIDR-5,,,86.52.166.204,61196
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.213.92,61063
STOFANET-AARH-CIDR-2,,,62.107.179.47,61011
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.248.211,61002
DK-TELENOR-MBB,,,213.83.134.42,60987
KABELTV,,,80.197.143.239,60948
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.152.136,60916
STOFANET-12,,,212.10.142.23,60893
Telia Company AB,LIR,SWEDEN,62.44.135.250,60871
TDC A/S,LIR,DENMARK,87.55.58.102,60865
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.166.178.30,60815
H3GUK,,,94.197.120.23,60792
Fullrate A/S,OTHER,DENMARK,90.184.195.248,60791
ENERGIRANDERSTELE-CUSTOMER-AND-INTERNAL-ADDR,,,91.144.202.218,60789
FIBIA P/S,LIR,DENMARK,5.186.199.66,60788
Com Hem AB,LIR,SWEDEN,83.253.225.232,60784
TDC A/S,LIR,DENMARK,188.182.230.108,60775
KABELTV,,,83.90.183.244,60773
KABELTV,,,80.162.61.22,60772
Telia Company AB,LIR,SWEDEN,62.198.192.123,60763
Arrowhead A/S,LIR,DENMARK,91.100.223.92,60763
CYBERCITY-DSL-USERS,,,212.242.196.214,60762
KABELTV,,,2.111.81.200,60761
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.140.251,60761
HI3G-CUSTOMER-NET,,,109.57.200.204,60757
FIBIA P/S,LIR,DENMARK,5.186.120.96,60753
CYBERCITY-DSL-USERS,,,94.145.14.78,60752
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.57.196.160,60747
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.42.42,60747
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.248.16,60745
TDCMOBILE-NAT,,,80.62.116.236,60744
STOFANET-12,,,212.10.143.235,60737
KABELTV,,,80.198.92.201,60737
KABELTV,,,80.162.17.6,60736
KABELTV,,,62.243.118.244,60732
Fullrate A/S,OTHER,DENMARK,90.185.44.170,60732
CYBERCITY-DSL-USERS,,,94.145.11.127,60726
DKTV-CUST-VEFO_INET_1,,,91.100.75.29,60723
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.154.190,60716
STOFANET-15,,,212.10.230.154,60715
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.57.227.207,60695
TDC A/S,LIR,DENMARK,176.22.5.205,60693
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.210.59,60686
TDC A/S,LIR,DENMARK,2.105.65.40,60683
KANAL16,,,95.86.33.73,60683
STOFANET-INET-CIDR-5,,,86.52.218.209,60682
KABELTV,,,2.104.109.164,60676
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.105.75.48,60676
KABELTV,,,2.108.146.41,60676
SEAS-NVE-INFRASTRUCTURE,,,5.103.131.31,60676
FIBIA P/S,LIR,DENMARK,5.186.123.1,60676
Sydfyns-Intranet A/S,LIR,DENMARK,85.27.218.178,60676
STOFANET-INET-CIDR-5,,,86.52.23.234,60676
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.249.51,60675
OTE-SA,,,2.87.4.176,60675
Telia Company AB,LIR,SWEDEN,78.76.211.227,60675
KABELTV,,,80.167.219.198,60675
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.60.97.190,60675
DKTV-CUST-HOR2-AA21-BACKBONE,,,91.100.1.19,60675
Fullrate A/S,OTHER,DENMARK,2.110.107.232,60674
BREDBAANDNORD-NET,,,77.68.246.118,60674
KABELTV,,,83.89.69.108,60674
IM TEKNIK V/IB MADSEN,OTHER,"7980 Karby, Danmark",193.142.103.254,60673
CYBERCITY-DSL-USERS,,,217.157.229.143,60669
Telelet A/S,LIR,DENMARK,79.98.196.209,60669
BOLIGNET-Cirque,,,80.72.149.11,60669
gl-adsl,,,88.83.4.122,60669
Flugger AS,OTHER,Denmark,194.255.111.244,60668
BB4S,,,5.61.200.220,60668
STOFANET-AARH-CIDR-2,,,62.107.219.246,60668
KABELTV,,,80.163.15.249,60668
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.161.96.232,60668
KABELTV,,,87.48.15.142,60667
KABELTV,,,87.49.173.226,60667
KABELTV,,,2.104.30.74,60666
DK_EUROWIND_2_20140919,,,185.10.212.195,60662
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.177.228.117,60662
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.106.16.86,60662
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.111.242.11,60662
FIBIA P/S,LIR,DENMARK,5.186.217.136,60662
UPC,,,80.109.212.184,60662
TDC-BREDBAANDSADSL-STATIC-NET,,,83.88.180.98,60662
KABELTV,,,83.89.122.33,60662
KABELTV,,,83.89.83.205,60662
Kalundborg Antennelaug,LIR,DENMARK,85.202.21.241,60662
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.41.105,60662
KABELTV,,,87.60.191.163,60662
FIBIA P/S,LIR,DENMARK,89.239.211.223,60662
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.22.58.255,60661
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.180.255.15,60661
FIBIA P/S,LIR,DENMARK,5.186.118.209,60661
KABELTV,,,83.93.244.19,60661
AURA-Infrastructure,,,85.191.23.20,60661
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.5.252,60661
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.127.180,60661
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.60.100.125,60661
KABELTV,,,93.160.8.168,60661
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.166.22.228,60661
Hanstholm-NET-1,,,93.176.70.67,60661
KABELTV,,,80.167.79.241,60660
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.90.174,60659
DK-UNI2-KUNDER,,,130.228.136.31,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.136.150,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.166.50,60655
TDC-CUSTOMER-NET,,,176.23.25.118,60655
Stofa A/S,LIR,DENMARK,178.155.250.209,60655
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.249.245,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.248.223,60655
Vendia Kollegiet,other,undefined,192.38.10.74,60655
KABELTV,,,2.108.152.9,60655
KABELTV,,,2.108.202.3,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.109.219.237,60655
SEAS-NVE-INFRASTRUCTURE,,,5.103.245.207,60655
SEAS-NVE-INFRASTRUCTURE,,,5.103.249.45,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,80.162.234.230,60655
KABELTV,,,80.167.178.203,60655
KABELTV,,,80.167.219.20,60655
KABELTV,,,80.198.107.169,60655
TDCMOBILE-NAT,,,80.62.117.114,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.88.125.72,60655
KABELTV,,,83.89.57.2,60655
KABELTV,,,83.90.163.151,60655
KABELTV,,,83.93.1.19,60655
KABELTV,,,83.94.209.235,60655
AURA-Infrastructure,,,85.191.50.96,60655
KABELTV,,,87.48.6.117,60655
KABELTV,,,87.49.175.146,60655
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.63.44.213,60655
TDC-BREDBAANDSADSL-STATIC-NET,,,93.163.184.10,60655
CYBERCITY-DSL-USERS,,,94.145.222.31,60655
HI3G-CUSTOMER-NET,,,94.191.185.21,60655
TDC-CUSTOMER-NET,,,176.23.65.44,60654
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.190.68,60654
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.179.206.21,60654
KABELTV,,,2.104.91.216,60654
DK-TELENOR-MBB,,,2.131.133.232,60654
KABELTV,,,62.243.116.10,60654
KABELTV,,,80.167.76.106,60654
KABELTV,,,87.52.60.37,60654
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.56.87.90,60654
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.160.208.102,60654
KABELTV,,,80.162.3.243,60653
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.55.205.118,60653
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.179.15.25,60652
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.187.161,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.22.194.217,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.22.229.77,60648
TDC-CUSTOMER-NET,,,176.23.100.201,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.151.11,60648
TDC-CUSTOMER-NET,,,176.23.99.233,60648
KABELTV,,,188.176.4.32,60648
TDC-BREDBAANDSADSL-STATIC-NET,,,188.179.181.226,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.179.47.23,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.180.135.96,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.180.36.13,60648
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.110.133,60648
TDC-PROACCESS-ONE-WAN-NET,,,193.89.255.146,60648
KABELTV,,,2.104.111.35,60648
KABELTV,,,2.108.145.81,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.109.131.62,60648
Fullrate A/S,OTHER,DENMARK,2.110.144.165,60648
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.153.201,60648
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.155.45,60648
TELIA-DK,,,62.198.34.62,60648
Telia Company AB,LIR,SWEDEN,62.199.72.241,60648
Telia Company AB,LIR,SWEDEN,62.44.135.146,60648
KABELTV,,,80.167.198.72,60648
KABELTV,,,80.197.150.75,60648
KABELTV,,,80.63.22.52,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.91.127.211,60648
TDC-BREDBAANDSADSL-STATIC-NET,,,83.93.163.134,60648
KABELTV,,,83.94.222.7,60648
KABELTV,,,83.94.247.251,60648
CDNET-CABLE,,,85.218.217.168,60648
TDC-BREDBAANDSADSL-STATIC-NET,,,93.163.177.170,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.163.77.53,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.164.52.131,60648
TDC-BREDBAANDSADSL-STATIC-NET,,,93.165.27.238,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.167.172.116,60648
CYBERCITY-DSL-USERS,,,94.145.30.36,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,94.189.26.87,60648
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.22.231.96,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.128.4,60647
TDC A/S,LIR,DENMARK,188.182.233.174,60647
Telia Company AB,LIR,SWEDEN,194.19.157.184,60647
KABELTV,,,2.108.218.189,60647
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.148.179,60647
Telia Company AB,LIR,SWEDEN,62.198.173.25,60647
KABELTV,,,80.167.104.4,60647
KABELTV,,,83.90.182.180,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.54.197.27,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.57.57.48,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.225.245,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.140.240,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.63.44.124,60647
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,80.165.154.226,60646
BREDBAANDNORD-NET,,,77.68.246.53,60644
TDC-BREDBAANDSADSL-STATIC-NET,,,2.107.106.74,60643
TDC-CUSTOMER-NET,,,176.23.80.15,60642
Fullrate A/S,OTHER,DENMARK,2.110.179.221,60631
ComX Networks A/S,LIR,DENMARK,81.161.130.59,60620
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.177.79.21,60618
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,67.204.201.202,60613
OFIR DANMARK A/S,OTHER,Gladsaxe Moellevej 26,193.0.243.15,60609
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,166.172.60.169,60596
TELIANET,,,78.79.6.242,60594
ALLEROED-KOMMUNE--NET,,,87.54.6.243,60593
IP2000-ADSL-BAS,,,83.198.126.37,60589
KABELTV,,,87.52.93.142,60587
VT-CUSTOMER-N-4888867,,,82.207.176.106,60584
HI3G-CUSTOMER-NET,,,109.59.135.190,60583
TURKSAT-NET,,,176.240.176.217,60583
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.179.15.151,60583
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.182.194.53,60583
Fullrate A/S,OTHER,DENMARK,2.110.141.98,60583
KABELTV,,,80.162.63.45,60583
KABELTV,,,80.167.122.7,60583
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.231.45,60583
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.61.218,60580
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.107.130.111,60578
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.186.57,60576
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,188.114.148.239,60576
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,188.114.182.113,60576
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.177.73.233,60576
Telia Company AB,LIR,SWEDEN,194.255.58.100,60576
TDC-BREDBAANDSADSL-STATIC-NET,,,195.249.151.130,60576
KABELTV,,,2.104.23.92,60576
KABELTV,,,2.104.26.184,60576
TDC-BREDBAANDSADSL-STATIC-NET,,,2.105.121.206,60576
TELIANET,,,2.248.30.139,60576
CUST-GC-NET-0632,,,212.98.76.101,60576
SEAS-NVE-INFRASTRUCTURE,,,5.103.255.122,60576
Telia Company AB,LIR,SWEDEN,62.199.191.34,60576
KABELTV,,,80.161.174.58,60576
KABELTV,,,80.163.53.49,60576
DSL-TISCALI-UK,,,80.42.38.87,60576
DK-PARKNET-NAT,,,80.71.135.77,60576
Kalundborg Antennelaug,LIR,DENMARK,83.143.121.155,60576
TDC-BREDBAANDSADSL-STATIC-NET,,,83.88.253.26,60576
KABELTV,,,83.89.58.150,60576
KABELTV,,,83.92.94.187,60576
KABELTV,,,83.92.97.163,60576
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.93.104.63,60576
AURA-Infrastructure,,,85.191.51.35,60576
CUST009839,,,85.235.225.251,60576
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.51.183.42,60576
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.57.233.125,60576
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.73.0,60576
Ownit Broadband AB,LIR,SWEDEN,89.253.102.100,60576
Fullrate A/S,OTHER,DENMARK,90.185.158.74,60576
TDC-BREDBAANDSADSL-STATIC-NET,,,93.161.163.142,60576
TDC-CUSTOMER-NET,,,93.178.185.218,60576
CYBERCITY-DSL-USERS,,,94.145.167.160,60576
Vodafone-Turkey-Customer-IP-Pools,,,188.38.87.144,60575
Telia Company AB,LIR,SWEDEN,62.199.102.246,60575
KABELTV,,,80.163.22.186,60572
TDC-BREDBAANDSADSL-STATIC-NET,,,83.89.200.90,60572
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.56.102.155,60572
HI3G-CUSTOMER-NET,,,109.57.250.196,60569
TDC-BREDBAANDSADSL-STATIC-NET,,,80.196.57.182,60568
KABELTV,,,83.93.98.132,60540
KABELTV,,,83.93.7.145,60524
KABELTV,,,80.167.119.191,60511
TDC-BREDBAANDSADSL-STATIC-NET,,,93.160.235.90,60502
KABELTV,,,212.130.177.236,60440
Fullrate A/S,OTHER,DENMARK,90.184.64.205,60403
SEAS-NVE-INFRASTRUCTURE,,,5.103.79.122,60348
FIBIA P/S,LIR,DENMARK,5.186.200.197,60333
Telia Company AB,LIR,SWEDEN,62.44.135.191,60330
KABELTV,,,80.62.214.91,60315
HI3G-CUSTOMER-NET,,,109.57.179.234,60259
CUST-GC-NET-0622,,,94.101.213.128,60240
TN HOSTING ApS,LIR,DENMARK,81.161.96.11,60219
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.58.121.133,60204
Telia Company AB,LIR,SWEDEN,62.44.135.13,60159
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.167.208,60106
TDC-BREDBAANDSADSL-STATIC-NET,,,93.166.114.70,60070
TDC A/S,LIR,DENMARK,80.63.4.112,60029
CYBERCITY-DSL-USERS,,,212.242.178.9,60009
Telia Company AB,LIR,SWEDEN,62.44.135.103,60005
Bjerringbro-Kabelnet,,,185.27.205.136,59990
TELIA-DK,,,62.198.119.247,59963
Bolignet-Aarhus,LIR,DENMARK,84.238.26.169,59956
CYBERCITY-DSL-USERS,,,85.81.66.99,59943
